archivo,instancia,particiones,i,algs,tt,ta
myciel3-10.1.col.0,myciel3,10,1,0,0.131217,0.128942
myciel3-10.1.col.11,myciel3,10,1,11,0.057806,0.046411
myciel3-10.1.col.19,myciel3,10,1,19,0.0622182,0.045589
myciel3-10.1.col.3,myciel3,10,1,3,0.105516,0.102165
myciel3-10.1.col.8,myciel3,10,1,8,0.0577319,0.0482819
myciel3-10.2.col.0,myciel3,10,2,0,0.106909,0.104009
myciel3-10.2.col.11,myciel3,10,2,11,0.0586538,0.0502648
myciel3-10.2.col.19,myciel3,10,2,19,0.0609419,0.051831
myciel3-10.2.col.3,myciel3,10,2,3,0.0734339,0.069536
myciel3-10.2.col.8,myciel3,10,2,8,0.067461,0.05968
myciel3-10.3.col.0,myciel3,10,3,0,0.133928,0.130807
myciel3-10.3.col.11,myciel3,10,3,11,0.05475,0.0460341
myciel3-10.3.col.19,myciel3,10,3,19,0.0558791,0.044755
myciel3-10.3.col.3,myciel3,10,3,3,0.100386,0.0969779
myciel3-10.3.col.8,myciel3,10,3,8,0.0595798,0.0504301
myciel3-10.4.col.0,myciel3,10,4,0,0.11831,0.116253
myciel3-10.4.col.11,myciel3,10,4,11,0.075958,0.0614691
myciel3-10.4.col.19,myciel3,10,4,19,0.072839,0.061588
myciel3-10.4.col.3,myciel3,10,4,3,0.156207,0.150006
myciel3-10.4.col.8,myciel3,10,4,8,0.072026,0.0628691
myciel3-10.5.col.0,myciel3,10,5,0,0.142275,0.138761
myciel3-10.5.col.11,myciel3,10,5,11,0.0768631,0.062752
myciel3-10.5.col.19,myciel3,10,5,19,0.0719261,0.060915
myciel3-10.5.col.3,myciel3,10,5,3,0.12526,0.121063
myciel3-10.5.col.8,myciel3,10,5,8,0.074439,0.0644569
myciel3-5.1.col.0,myciel3,5,1,0,0.0202401,0.019923
myciel3-5.1.col.11,myciel3,5,1,11,0.029901,0.0218511
myciel3-5.1.col.19,myciel3,5,1,19,0.0255032,0.015898
myciel3-5.1.col.3,myciel3,5,1,3,0.024395,0.0217068
myciel3-5.1.col.8,myciel3,5,1,8,0.0245788,0.0206852
myciel3-5.2.col.0,myciel3,5,2,0,0.00704408,0.00674796
myciel3-5.2.col.11,myciel3,5,2,11,0.0094769,0.00261903
myciel3-5.2.col.19,myciel3,5,2,19,0.00677681,0.00175905
myciel3-5.2.col.3,myciel3,5,2,3,0.0108378,0.00855708
myciel3-5.2.col.8,myciel3,5,2,8,0.00590682,0.00191903
myciel3-5.3.col.0,myciel3,5,3,0,0.00915909,0.00886607
myciel3-5.3.col.11,myciel3,5,3,11,0.0126209,0.00218606
myciel3-5.3.col.19,myciel3,5,3,19,0.00848603,0.00181389
myciel3-5.3.col.3,myciel3,5,3,3,0.0152948,0.011972
myciel3-5.3.col.8,myciel3,5,3,8,0.0127418,0.00907183
myciel3-5.4.col.0,myciel3,5,4,0,0.0155549,0.0144918
myciel3-5.4.col.11,myciel3,5,4,11,0.0117669,0.00618196
myciel3-5.4.col.19,myciel3,5,4,19,0.01542,0.0018239
myciel3-5.4.col.3,myciel3,5,4,3,0.010509,0.00878406
myciel3-5.4.col.8,myciel3,5,4,8,0.00951195,0.00526094
myciel3-5.5.col.0,myciel3,5,5,0,0.013387,0.0130029
myciel3-5.5.col.11,myciel3,5,5,11,0.0114589,0.00658703
myciel3-5.5.col.19,myciel3,5,5,19,0.00886202,0.00214291
myciel3-5.5.col.3,myciel3,5,5,3,0.0134749,0.011827
myciel3-5.5.col.8,myciel3,5,5,8,0.0120838,0.00903201
myciel4-10.1.col.0,myciel4,10,1,0,0.0473831,0.045656
myciel4-10.1.col.11,myciel4,10,1,11,0.0315659,0.0129421
myciel4-10.1.col.19,myciel4,10,1,19,0.035707,0.012965
myciel4-10.1.col.3,myciel4,10,1,3,0.028095,0.019089
myciel4-10.1.col.8,myciel4,10,1,8,0.0301139,0.0130332
myciel4-10.2.col.0,myciel4,10,2,0,0.0624161,0.0609879
myciel4-10.2.col.11,myciel4,10,2,11,0.0598018,0.0280561
myciel4-10.2.col.19,myciel4,10,2,19,0.0776989,0.0285161
myciel4-10.2.col.3,myciel4,10,2,3,0.0927131,0.0864091
myciel4-10.2.col.8,myciel4,10,2,8,0.141722,0.114006
myciel4-10.3.col.0,myciel4,10,3,0,0.0388732,0.0376971
myciel4-10.3.col.11,myciel4,10,3,11,0.032989,0.0105112
myciel4-10.3.col.19,myciel4,10,3,19,0.0336542,0.00948811
myciel4-10.3.col.3,myciel4,10,3,3,0.0471029,0.039423
myciel4-10.3.col.8,myciel4,10,3,8,0.0342431,0.014967
myciel4-10.4.col.0,myciel4,10,4,0,0.0850461,0.0838702
myciel4-10.4.col.11,myciel4,10,4,11,0.11157,0.0776031
myciel4-10.4.col.19,myciel4,10,4,19,0.0816081,0.026521
myciel4-10.4.col.3,myciel4,10,4,3,0.0869591,0.079555
myciel4-10.4.col.8,myciel4,10,4,8,0.162601,0.137122
myciel4-10.5.col.0,myciel4,10,5,0,0.0777769,0.0766771
myciel4-10.5.col.11,myciel4,10,5,11,0.041079,0.0176711
myciel4-10.5.col.19,myciel4,10,5,19,0.0473111,0.020896
myciel4-10.5.col.3,myciel4,10,5,3,0.084141,0.0782249
myciel4-10.5.col.8,myciel4,10,5,8,0.029876,0.016048
myciel4-15.1.col.0,myciel4,15,1,0,1.33175,1.32629
myciel4-15.1.col.11,myciel4,15,1,11,0.745846,0.667465
myciel4-15.1.col.19,myciel4,15,1,19,0.745966,0.63885
myciel4-15.1.col.3,myciel4,15,1,3,1.10522,1.07534
myciel4-15.1.col.8,myciel4,15,1,8,0.515727,0.456259
myciel4-15.2.col.0,myciel4,15,2,0,0.871306,0.865778
myciel4-15.2.col.11,myciel4,15,2,11,0.931782,0.877021
myciel4-15.2.col.19,myciel4,15,2,19,0.835829,0.733941
myciel4-15.2.col.3,myciel4,15,2,3,1.31862,1.30337
myciel4-15.2.col.8,myciel4,15,2,8,1.12659,1.08929
myciel4-15.3.col.0,myciel4,15,3,0,1.68917,1.68073
myciel4-15.3.col.11,myciel4,15,3,11,1.29096,1.21341
myciel4-15.3.col.19,myciel4,15,3,19,1.17056,1.05158
myciel4-15.3.col.3,myciel4,15,3,3,1.58283,1.56579
myciel4-15.3.col.8,myciel4,15,3,8,1.29121,1.23614
myciel4-15.4.col.0,myciel4,15,4,0,1.46984,1.46084
myciel4-15.4.col.11,myciel4,15,4,11,1.13889,1.08278
myciel4-15.4.col.19,myciel4,15,4,19,0.735482,0.646106
myciel4-15.4.col.3,myciel4,15,4,3,1.22897,1.21604
myciel4-15.4.col.8,myciel4,15,4,8,1.0737,1.03337
myciel4-15.5.col.0,myciel4,15,5,0,1.84526,1.83573
myciel4-15.5.col.11,myciel4,15,5,11,1.03156,0.961412
myciel4-15.5.col.19,myciel4,15,5,19,0.910731,0.834819
myciel4-15.5.col.3,myciel4,15,5,3,1.67401,1.65378
myciel4-15.5.col.8,myciel4,15,5,8,0.966746,0.912529
myciel4-20.1.col.0,myciel4,20,1,0,251.778,251.767
myciel4-20.1.col.11,myciel4,20,1,11,281.147,281.039
myciel4-20.1.col.19,myciel4,20,1,19,284.897,284.793
myciel4-20.1.col.3,myciel4,20,1,3,322.939,322.911
myciel4-20.1.col.8,myciel4,20,1,8,331.135,331.063
myciel4-20.2.col.0,myciel4,20,2,0,306.17,306.162
myciel4-20.2.col.11,myciel4,20,2,11,407.949,407.856
myciel4-20.2.col.19,myciel4,20,2,19,300.82,300.683
myciel4-20.2.col.3,myciel4,20,2,3,374.958,374.934
myciel4-20.2.col.8,myciel4,20,2,8,380.315,380.254
myciel4-20.3.col.0,myciel4,20,3,0,370.571,370.56
myciel4-20.3.col.11,myciel4,20,3,11,362.463,362.348
myciel4-20.3.col.19,myciel4,20,3,19,292.29,292.17
myciel4-20.3.col.3,myciel4,20,3,3,253.889,253.862
myciel4-20.3.col.8,myciel4,20,3,8,327.015,326.952
myciel4-20.4.col.0,myciel4,20,4,0,318.485,318.476
myciel4-20.4.col.11,myciel4,20,4,11,171.805,171.691
myciel4-20.4.col.19,myciel4,20,4,19,213.089,212.922
myciel4-20.4.col.3,myciel4,20,4,3,478.622,478.602
myciel4-20.4.col.8,myciel4,20,4,8,230.756,230.684
myciel4-20.5.col.0,myciel4,20,5,0,269.275,269.264
myciel4-20.5.col.11,myciel4,20,5,11,274.758,274.643
myciel4-20.5.col.19,myciel4,20,5,19,318.7,318.572
myciel4-20.5.col.3,myciel4,20,5,3,240.87,240.844
myciel4-20.5.col.8,myciel4,20,5,8,414.429,414.363
myciel4-5.1.col.0,myciel4,5,1,0,0.0150759,0.013566
myciel4-5.1.col.11,myciel4,5,1,11,0.02088,0.0116
myciel4-5.1.col.19,myciel4,5,1,19,0.0156209,0.00481796
myciel4-5.1.col.3,myciel4,5,1,3,0.00984097,0.00714111
myciel4-5.1.col.8,myciel4,5,1,8,0.0175769,0.011884
myciel4-5.2.col.0,myciel4,5,2,0,0.011224,0.00937295
myciel4-5.2.col.11,myciel4,5,2,11,0.017616,0.0104799
myciel4-5.2.col.19,myciel4,5,2,19,0.0255702,0.00418997
myciel4-5.2.col.3,myciel4,5,2,3,0.0209739,0.0143352
myciel4-5.2.col.8,myciel4,5,2,8,0.0141938,0.00908995
myciel4-5.3.col.0,myciel4,5,3,0,0.021661,0.021019
myciel4-5.3.col.11,myciel4,5,3,11,0.0213621,0.0118642
myciel4-5.3.col.19,myciel4,5,3,19,0.039449,0.0197248
myciel4-5.3.col.3,myciel4,5,3,3,0.0175831,0.013428
myciel4-5.3.col.8,myciel4,5,3,8,0.011209,0.00414395
myciel4-5.4.col.0,myciel4,5,4,0,0.00465798,0.003932
myciel4-5.4.col.11,myciel4,5,4,11,0.0189798,0.0106258
myciel4-5.4.col.19,myciel4,5,4,19,0.0204399,0.00410008
myciel4-5.4.col.3,myciel4,5,4,3,0.00700998,0.00373912
myciel4-5.4.col.8,myciel4,5,4,8,0.01792,0.00421095
myciel4-5.5.col.0,myciel4,5,5,0,0.00547695,0.00483704
myciel4-5.5.col.11,myciel4,5,5,11,0.025769,0.0106142
myciel4-5.5.col.19,myciel4,5,5,19,0.0318868,0.00591707
myciel4-5.5.col.3,myciel4,5,5,3,0.00959015,0.00429201
myciel4-5.5.col.8,myciel4,5,5,8,0.0192561,0.00523996
myciel5-10.1.col.0,myciel5,10,1,0,0.036164,0.0319769
myciel5-10.1.col.11,myciel5,10,1,11,0.318967,0.126486
myciel5-10.1.col.19,myciel5,10,1,19,0.423596,0.042064
myciel5-10.1.col.3,myciel5,10,1,3,0.114077,0.0713351
myciel5-10.1.col.8,myciel5,10,1,8,0.220214,0.0887079
myciel5-10.2.col.0,myciel5,10,2,0,0.0266478,0.0182211
myciel5-10.2.col.11,myciel5,10,2,11,0.0997159,0.0177462
myciel5-10.2.col.19,myciel5,10,2,19,0.148491,0.057102
myciel5-10.2.col.3,myciel5,10,2,3,0.0778921,0.047348
myciel5-10.2.col.8,myciel5,10,2,8,0.135119,0.065527
myciel5-10.3.col.0,myciel5,10,3,0,0.091279,0.082685
myciel5-10.3.col.11,myciel5,10,3,11,0.133147,0.051023
myciel5-10.3.col.19,myciel5,10,3,19,0.340513,0.17427
myciel5-10.3.col.3,myciel5,10,3,3,0.0929639,0.0704701
myciel5-10.3.col.8,myciel5,10,3,8,0.080837,0.0237229
myciel5-10.4.col.0,myciel5,10,4,0,0.0208821,0.017267
myciel5-10.4.col.11,myciel5,10,4,11,0.0294549,0.014806
myciel5-10.4.col.19,myciel5,10,4,19,0.0326509,0.014205
myciel5-10.4.col.3,myciel5,10,4,3,0.0258131,0.01508
myciel5-10.4.col.8,myciel5,10,4,8,0.029469,0.0134969
myciel5-10.5.col.0,myciel5,10,5,0,0.024873,0.0199699
myciel5-10.5.col.11,myciel5,10,5,11,0.125122,0.0211859
myciel5-10.5.col.19,myciel5,10,5,19,0.155859,0.0252371
myciel5-10.5.col.3,myciel5,10,5,3,0.045882,0.020566
myciel5-10.5.col.8,myciel5,10,5,8,0.117329,0.0420699
myciel5-15.1.col.0,myciel5,15,1,0,1.13554,1.12514
myciel5-15.1.col.11,myciel5,15,1,11,0.306594,0.10645
myciel5-15.1.col.19,myciel5,15,1,19,0.381218,0.122113
myciel5-15.1.col.3,myciel5,15,1,3,1.16353,1.12775
myciel5-15.1.col.8,myciel5,15,1,8,0.235891,0.105925
myciel5-15.2.col.0,myciel5,15,2,0,0.812983,0.805478
myciel5-15.2.col.11,myciel5,15,2,11,0.620953,0.450801
myciel5-15.2.col.19,myciel5,15,2,19,0.429534,0.144241
myciel5-15.2.col.3,myciel5,15,2,3,0.965121,0.933705
myciel5-15.2.col.8,myciel5,15,2,8,0.808654,0.700296
myciel5-15.3.col.0,myciel5,15,3,0,1.65048,1.64202
myciel5-15.3.col.11,myciel5,15,3,11,1.88751,1.69022
myciel5-15.3.col.19,myciel5,15,3,19,0.857549,0.484458
myciel5-15.3.col.3,myciel5,15,3,3,1.49513,1.45414
myciel5-15.3.col.8,myciel5,15,3,8,2.25094,2.10962
myciel5-15.4.col.0,myciel5,15,4,0,1.5283,1.52401
myciel5-15.4.col.11,myciel5,15,4,11,1.20007,1.03772
myciel5-15.4.col.19,myciel5,15,4,19,0.491736,0.111558
myciel5-15.4.col.3,myciel5,15,4,3,1.85899,1.81684
myciel5-15.4.col.8,myciel5,15,4,8,2.38059,2.26986
myciel5-15.5.col.0,myciel5,15,5,0,1.15393,1.14528
myciel5-15.5.col.11,myciel5,15,5,11,1.41471,1.2847
myciel5-15.5.col.19,myciel5,15,5,19,0.838467,0.471754
myciel5-15.5.col.3,myciel5,15,5,3,1.81484,1.78381
myciel5-15.5.col.8,myciel5,15,5,8,2.03451,1.94501
myciel5-20.1.col.0,myciel5,20,1,0,0.716235,0.706045
myciel5-20.1.col.11,myciel5,20,1,11,0.995002,0.614762
myciel5-20.1.col.19,myciel5,20,1,19,1.24574,0.417661
myciel5-20.1.col.3,myciel5,20,1,3,2.53604,2.46022
myciel5-20.1.col.8,myciel5,20,1,8,1.30239,1.04231
myciel5-20.2.col.0,myciel5,20,2,0,3.73553,3.72694
myciel5-20.2.col.11,myciel5,20,2,11,0.605053,0.190705
myciel5-20.2.col.19,myciel5,20,2,19,1.01637,0.380732
myciel5-20.2.col.3,myciel5,20,2,3,3.42025,3.33233
myciel5-20.2.col.8,myciel5,20,2,8,2.00262,1.74498
myciel5-20.3.col.0,myciel5,20,3,0,4.58959,4.57965
myciel5-20.3.col.11,myciel5,20,3,11,1.57352,1.20086
myciel5-20.3.col.19,myciel5,20,3,19,1.44457,0.91803
myciel5-20.3.col.3,myciel5,20,3,3,4.52255,4.40737
myciel5-20.3.col.8,myciel5,20,3,8,2.54593,2.24319
myciel5-20.4.col.0,myciel5,20,4,0,2.5728,2.56234
myciel5-20.4.col.11,myciel5,20,4,11,0.65351,0.180914
myciel5-20.4.col.19,myciel5,20,4,19,0.949232,0.216449
myciel5-20.4.col.3,myciel5,20,4,3,3.77714,3.68155
myciel5-20.4.col.8,myciel5,20,4,8,1.30352,0.996871
myciel5-20.5.col.0,myciel5,20,5,0,3.18493,3.16604
myciel5-20.5.col.11,myciel5,20,5,11,4.50535,4.13348
myciel5-20.5.col.19,myciel5,20,5,19,1.61003,0.546346
myciel5-20.5.col.3,myciel5,20,5,3,4.02185,3.94129
myciel5-20.5.col.8,myciel5,20,5,8,2.37637,2.15368
myciel5-5.1.col.0,myciel5,5,1,0,0.0151529,0.012826
myciel5-5.1.col.11,myciel5,5,1,11,0.0555689,0.0118229
myciel5-5.1.col.19,myciel5,5,1,19,0.0868559,0.0135789
myciel5-5.1.col.3,myciel5,5,1,3,0.0235069,0.0122721
myciel5-5.1.col.8,myciel5,5,1,8,0.046742,0.0151012
myciel5-5.2.col.0,myciel5,5,2,0,0.022692,0.0181549
myciel5-5.2.col.11,myciel5,5,2,11,0.108493,0.067256
myciel5-5.2.col.19,myciel5,5,2,19,0.0941949,0.0168221
myciel5-5.2.col.3,myciel5,5,2,3,0.0296109,0.0136659
myciel5-5.2.col.8,myciel5,5,2,8,0.0448499,0.0139179
myciel5-5.3.col.0,myciel5,5,3,0,0.0113761,0.00956893
myciel5-5.3.col.11,myciel5,5,3,11,0.053447,0.0136988
myciel5-5.3.col.19,myciel5,5,3,19,0.0822148,0.0132349
myciel5-5.3.col.3,myciel5,5,3,3,0.024035,0.0124938
myciel5-5.3.col.8,myciel5,5,3,8,0.0391209,0.011795
myciel5-5.4.col.0,myciel5,5,4,0,0.0160589,0.014497
myciel5-5.4.col.11,myciel5,5,4,11,0.038856,0.00946593
myciel5-5.4.col.19,myciel5,5,4,19,0.0524919,0.00978303
myciel5-5.4.col.3,myciel5,5,4,3,0.0261581,0.0108418
myciel5-5.4.col.8,myciel5,5,4,8,0.0339718,0.00980401
myciel5-5.5.col.0,myciel5,5,5,0,0.010709,0.00911403
myciel5-5.5.col.11,myciel5,5,5,11,0.050211,0.0132179
myciel5-5.5.col.19,myciel5,5,5,19,0.089916,0.0196669
myciel5-5.5.col.3,myciel5,5,5,3,0.02016,0.00896001
myciel5-5.5.col.8,myciel5,5,5,8,0.0367601,0.00961709
myciel6-10.1.col.0,myciel6,10,1,0,0.357131,0.34891
myciel6-10.1.col.11,myciel6,10,1,11,0.651231,0.148938
myciel6-10.1.col.19,myciel6,10,1,19,1.59955,0.197529
myciel6-10.1.col.3,myciel6,10,1,3,0.224795,0.106911
myciel6-10.1.col.8,myciel6,10,1,8,0.491006,0.141239
myciel6-10.2.col.0,myciel6,10,2,0,0.293051,0.28519
myciel6-10.2.col.11,myciel6,10,2,11,0.749632,0.273722
myciel6-10.2.col.19,myciel6,10,2,19,1.44869,0.521852
myciel6-10.2.col.3,myciel6,10,2,3,0.204857,0.0868468
myciel6-10.2.col.8,myciel6,10,2,8,0.843413,0.530834
myciel6-10.3.col.0,myciel6,10,3,0,0.102692,0.0947418
myciel6-10.3.col.11,myciel6,10,3,11,1.14515,0.407095
myciel6-10.3.col.19,myciel6,10,3,19,1.81389,0.230788
myciel6-10.3.col.3,myciel6,10,3,3,0.439708,0.297467
myciel6-10.3.col.8,myciel6,10,3,8,0.5941,0.152881
myciel6-10.4.col.0,myciel6,10,4,0,0.112399,0.104318
myciel6-10.4.col.11,myciel6,10,4,11,2.16235,1.48257
myciel6-10.4.col.19,myciel6,10,4,19,1.83472,0.176065
myciel6-10.4.col.3,myciel6,10,4,3,0.525189,0.368984
myciel6-10.4.col.8,myciel6,10,4,8,0.726463,0.300526
myciel6-10.5.col.0,myciel6,10,5,0,0.101504,0.092978
myciel6-10.5.col.11,myciel6,10,5,11,0.695389,0.162765
myciel6-10.5.col.19,myciel6,10,5,19,1.69427,0.455844
myciel6-10.5.col.3,myciel6,10,5,3,0.238501,0.099601
myciel6-10.5.col.8,myciel6,10,5,8,1.06942,0.704472
myciel6-15.1.col.0,myciel6,15,1,0,0.134923,0.122605
myciel6-15.1.col.11,myciel6,15,1,11,2.10377,0.753151
myciel6-15.1.col.19,myciel6,15,1,19,3.24272,0.320126
myciel6-15.1.col.3,myciel6,15,1,3,1.18554,0.892262
myciel6-15.1.col.8,myciel6,15,1,8,2.84211,2.03907
myciel6-15.2.col.0,myciel6,15,2,0,0.110159,0.0957282
myciel6-15.2.col.11,myciel6,15,2,11,1.35452,0.688342
myciel6-15.2.col.19,myciel6,15,2,19,1.73113,0.515356
myciel6-15.2.col.3,myciel6,15,2,3,0.223916,0.0663562
myciel6-15.2.col.8,myciel6,15,2,8,0.573732,0.110326
myciel6-15.3.col.0,myciel6,15,3,0,0.112012,0.0968449
myciel6-15.3.col.11,myciel6,15,3,11,1.2159,0.509869
myciel6-15.3.col.19,myciel6,15,3,19,2.50781,1.00168
myciel6-15.3.col.3,myciel6,15,3,3,0.362479,0.195438
myciel6-15.3.col.8,myciel6,15,3,8,1.11467,0.624286
myciel6-15.4.col.0,myciel6,15,4,0,0.0672381,0.0518899
myciel6-15.4.col.11,myciel6,15,4,11,0.210295,0.118333
myciel6-15.4.col.19,myciel6,15,4,19,0.229945,0.1164
myciel6-15.4.col.3,myciel6,15,4,3,0.10064,0.043081
myciel6-15.4.col.8,myciel6,15,4,8,0.205837,0.116395
myciel6-15.5.col.0,myciel6,15,5,0,0.158007,0.142127
myciel6-15.5.col.11,myciel6,15,5,11,2.4217,1.26146
myciel6-15.5.col.19,myciel6,15,5,19,2.85596,0.292394
myciel6-15.5.col.3,myciel6,15,5,3,0.891749,0.581643
myciel6-15.5.col.8,myciel6,15,5,8,2.37285,1.59954
myciel6-20.1.col.0,myciel6,20,1,0,0.268725,0.248254
